Pixel_ID;Row;Col;Area;B1(Coastal Aerosol);B2(Blue);B3(Green);B4(Red);B5(NIR);B6(SWIR1);B7(SWIR2);B8(NDVI);B9(MNDWI);B10(NDWI);B11(EVI);B12(SABI);B13(GNDVI);B14(NDAVI);B15(AWEI);B16(BATHYMETRY);Label;Kategori_Detail;Kategori
559;14;26;Kanan_Bawah;0.0014612500090152;0.0042562498711049;0.003527499968186;0.0;0.0002650000096764;0.0112549997866153;0.0112412497401237;0.2232790738344192;-0.4378595650196075;0.3557378351688385;0.000679557735566;0.0388705544173717;-0.3557378351688385;-0.3657377958297729;-0.0686968713998794;0.8240679502487183;0;Perairan;Non_Lamun
520;13;25;Kanan_Bawah;0.0012000000569969;0.0036925000604242;0.0046137501485645;0.0;0.0025375001132488;0.0128774996846914;0.0125475004315376;1.0;-0.4425893425941467;0.4691818058490753;0.0066455989144742;0.1818087100982666;-0.4691818058490753;-0.4900377690792084;-0.0723371878266334;0.8417220711708069;0;Perairan;Non_Lamun
483;12;26;Kanan_Bawah;0.0045725000090897;0.0074599999934434;0.0071299998089671;0.0;0.0062500000931322;0.0145824998617172;0.0145824998617172;0.6082420349121094;-0.2528281509876251;0.1488128155469894;0.0155168119817972;0.2646991908550262;-0.1488128155469894;-0.1590289175510406;-0.0742724984884262;0.9175891876220704;0;Perairan;Non_Lamun
222;5;31;Lainnya;0.0300237499177455;0.0476512499153614;0.0795100033283233;0.0480225011706352;0.0115675004199147;0.013124999590218;0.0114200003445148;-0.7582928538322449;0.6681058406829834;0.8131147027015686;-0.0684133172035217;-0.2087955921888351;-0.8131147027015686;-0.7500337362289429;0.1919387429952621;0.5771363377571106;0;Coral;Non_Lamun
216;5;25;Lainnya;0.0212512500584125;0.0372837483882904;0.0655812472105026;0.0372287482023239;0.0161912497133016;0.0189687497913837;0.0158337503671646;-0.3750970959663391;0.5461055040359497;0.596464216709137;-0.0607641525566577;-0.2138496488332748;-0.596464216709137;-0.3791907131671905;0.1364393681287765;0.5388801693916321;0;Coral;Non_Lamun
409;10;28;Kanan_Bawah;0.0;0.0055900001898407;0.0054525001905858;0.0;0.0016987499548122;0.0144312502816319;0.0135925002396106;1.0;-0.4597724676132202;0.2065073251724243;0.0043854555115103;0.1421544253826141;-0.2065073251724243;-0.2060923725366592;-0.0741693750023841;0.8441458940505981;0;Perairan;Non_Lamun
273;7;6;Lainnya;0.1987224966287613;0.2495149970054626;0.3217574954032898;0.3509899973869324;0.5156325101852417;0.2879875004291534;0.15191750228405;0.1869380325078964;0.0383828766644001;-0.2475835084915161;0.2211389392614364;0.293222963809967;0.2475835084915161;0.3477989435195923;-0.4547212421894073;0.7553503513336182;0;Pasir;Non_Lamun
501;13;6;Lainnya;0.0;0.0170575007796287;0.0523675009608268;0.0262700002640485;0.0;0.012657499872148;0.0138950003311038;-0.7599865794181824;0.5560672879219055;1.0;-0.0548924095928669;-0.3221512138843536;-1.0;-0.652858555316925;0.1106031239032745;0.3196233808994293;1;Lamun;Lamun
706;18;21;Kanan_Bawah;0.0008875000057742;0.0044074999168515;0.0059199999086558;0.0;0.00200124992989;0.0121762501075863;0.0119562502950429;1.0;-0.3924884498119354;0.4736774563789367;0.0052026491612195;0.1720792800188064;-0.4736774563789367;-0.4487712383270263;-0.0647815614938736;0.7711682319641113;0;Perairan;Non_Lamun
638;16;29;Kanan_Bawah;0.0050262501463294;0.0065937498584389;0.0055900001898407;0.0;0.0008599999709986;0.0113237500190734;0.0109662497416138;1.0;-0.3558801710605621;0.3022237718105316;0.0022545198444277;0.1761219650506973;-0.3022237718105316;-0.3688708245754242;-0.0641525015234947;0.8575910329818726;0;Perairan;Non_Lamun
184;4;31;Lainnya;0.0059337499551475;0.0203437507152557;0.0516112484037876;0.0278512500226497;0.0054387501440942;0.0127812502905726;0.0113650001585483;-0.5542128682136536;0.5961808562278748;0.8048987984657288;-0.0360680222511291;-0.2265433967113495;-0.8048987984657288;-0.5505796074867249;0.1176303103566169;0.3821808695793152;1;Lamun;Lamun
247;6;18;Lainnya;0.0095774997025728;0.0205224994570016;0.0484624989330768;0.0289650000631809;0.0111999996006488;0.0182399991899728;0.0154349999502301;-0.3402229249477386;0.3930369019508362;0.5786744356155396;-0.0269647594541311;-0.2157670557498932;-0.5786744356155396;0.0291306842118501;0.0500825010240078;0.4149102866649627;1;Lamun;Lamun
362;9;19;Kanan_Bawah;0.0088212499395012;0.0241387505084276;0.0519687496125698;0.0129599999636411;0.0044587501324713;0.0156962499022483;0.0145549997687339;-0.4076198935508728;0.409857839345932;0.7647718191146851;-0.0059275790117681;0.0254569072276353;-0.7647718191146851;-0.4061178267002105;0.0568690635263919;0.4555169939994812;0;Perairan;Non_Lamun
